event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days
EVT_503560,USER_0585,session,2024-03-19 15:27:57,15,1,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,17.9,56.0,3.13,,144
EVT_454341,USER_0076,withdrawal,2024-03-19 15:45:12,15,1,0,1,device_switcher,,,,,,,,,,,,,,,486.32,bank,0.0,,,,,220
EVT_580755,USER_0424,login,2024-03-19 15:59:06,15,1,0,0,none,10.169.121.1,IN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,312
EVT_327062,USER_0268,withdrawal,2024-03-19 16:00:16,16,1,0,0,none,,,,,,,,,,,,,,,225.84,bank,0.0,,,,,370
EVT_517864,USER_0485,deposit,2024-03-19 16:08:54,16,1,0,0,none,,,,,,,,,,,,,,,2756.73,card,0.0,,,,,403
EVT_781765,USER_0458,login,2024-03-19 16:15:41,16,1,0,0,none,10.129.242.1,FR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,326
EVT_718973,USER_0442,withdrawal,2024-03-19 16:16:21,16,1,0,0,none,,,,,,,,,,,,,,,53.78,bank,0.0,,,,,343
EVT_451248,USER_0515,trade,2024-03-19 16:24:01,16,1,0,0,none,,,,,,,BTCUSD,0.33,2031.23,-32.25,4545.95,698.0,0.98,0.0,,,,,,,,373
EVT_352367,USER_0159,session,2024-03-19 16:29:05,16,1,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,16.1,11.0,0.68,,190
EVT_871790,USER_0406,kyc_change,2024-03-19 16:31:49,16,1,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,381
EVT_698120,USER_0176,trade,2024-03-19 16:32:02,16,1,0,0,none,,,,,,,USDCHF,0.81,20233.72,-147.8,3345.35,1833.0,1.007,0.0,,,,,,,,136
EVT_789700,USER_0302,deposit,2024-03-19 16:37:00,16,1,0,0,none,,,,,,,,,,,,,,,1280.52,card,0.0,,,,,81
EVT_773354,USER_0004,kyc_change,2024-03-19 16:43:09,16,1,0,1,device_switcher,,,,,,,,,,,,,,,,,,,,,phone_update,369
EVT_550212,USER_0330,login,2024-03-19 16:43:40,16,1,0,0,none,10.179.143.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,170
EVT_211931,USER_0027,login,2024-03-19 17:02:17,17,1,0,1,device_switcher,172.16.2.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,286
EVT_883153,USER_0067,trade,2024-03-19 17:08:58,17,1,0,1,kyc_manipulator,,,,,,,AUDUSD,1.77,32845.99,-38.49,1018.2,1473.0,1.159,0.0,,,,,,,,348
EVT_205130,USER_0148,trade,2024-03-19 17:12:01,17,1,0,0,none,,,,,,,XAUUSD,0.52,23534.68,-135.23,2693.03,1650.0,1.009,0.0,,,,,,,,120
EVT_531798,USER_0235,withdrawal,2024-03-19 17:12:14,17,1,0,0,none,,,,,,,,,,,,,,,776.36,bank,0.0,,,,,183
EVT_463225,USER_0547,trade,2024-03-19 17:13:04,17,1,0,0,none,,,,,,,USDCHF,1.08,8274.89,226.41,3509.47,3052.0,1.076,0.0,,,,,,,,336
EVT_641413,USER_0180,trade,2024-03-19 17:32:57,17,1,0,0,none,,,,,,,EURUSD,1.95,13033.66,-182.49,3850.73,1408.0,1.063,0.0,,,,,,,,220
EVT_132624,USER_0433,deposit,2024-03-19 17:39:55,17,1,0,0,none,,,,,,,,,,,,,,,730.57,crypto,0.0,,,,,284
EVT_383106,USER_0183,deposit,2024-03-19 17:40:30,17,1,0,0,none,,,,,,,,,,,,,,,2719.23,card,0.0,,,,,350
EVT_367435,USER_0573,deposit,2024-03-19 18:02:39,18,1,0,0,none,,,,,,,,,,,,,,,1990.61,bank,0.0,,,,,268
EVT_377174,USER_0054,deposit,2024-03-19 18:08:46,18,1,0,1,device_switcher,,,,,,,,,,,,,,,616.94,crypto,0.0,,,,,418
EVT_813571,USER_0493,withdrawal,2024-03-19 18:19:50,18,1,0,0,none,,,,,,,,,,,,,,,1075.6,crypto,0.0,,,,,139
EVT_472663,USER_0312,login,2024-03-19 18:28:06,18,1,0,0,none,10.231.163.1,US,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,434
EVT_133629,USER_0178,kyc_change,2024-03-19 18:29:02,18,1,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,230
EVT_894946,USER_0180,withdrawal,2024-03-19 18:32:53,18,1,0,0,none,,,,,,,,,,,,,,,749.12,crypto,0.0,,,,,220
EVT_597778,USER_0283,withdrawal,2024-03-19 18:45:04,18,1,0,0,none,,,,,,,,,,,,,,,59.67,bank,0.0,,,,,196
EVT_245750,USER_0138,trade,2024-03-19 18:48:59,18,1,0,0,none,,,,,,,BTCUSD,1.11,25325.92,-68.71,2026.08,416.0,1.049,0.0,,,,,,,,220
EVT_258070,USER_0038,login,2024-03-19 19:00:11,19,1,0,1,kyc_manipulator,10.121.83.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,157
EVT_504757,USER_0304,trade,2024-03-19 19:22:48,19,1,0,0,none,,,,,,,GBPUSD,1.53,13858.94,-226.99,1121.68,2154.0,0.888,0.0,,,,,,,,197
EVT_328303,USER_0582,session,2024-03-19 19:45:15,19,1,0,0,none,,,android_app,,,,,,,,,,,,,,,15.5,27.0,1.74,,208
EVT_436038,USER_0584,deposit,2024-03-19 19:55:54,19,1,0,0,none,,,,,,,,,,,,,,,1119.81,card,0.0,,,,,289
EVT_351517,USER_0583,login,2024-03-19 20:03:19,20,1,0,0,none,10.138.227.1,NG,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,372
EVT_747861,USER_0490,trade,2024-03-19 20:07:30,20,1,0,0,none,,,,,,,EURUSD,1.55,8276.49,75.93,2918.74,1012.0,0.774,1.0,,,,,,,,295
EVT_920842,USER_0473,deposit,2024-03-19 20:58:15,20,1,0,0,none,,,,,,,,,,,,,,,2804.97,crypto,0.0,,,,,439
EVT_946867,USER_0472,login,2024-03-19 21:00:25,21,1,0,0,none,10.114.173.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,161
EVT_993413,USER_0118,kyc_change,2024-03-19 21:03:30,21,1,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,406
EVT_721699,USER_0213,trade,2024-03-19 21:04:12,21,1,0,0,none,,,,,,,EURUSD,1.62,14163.09,-240.14,917.71,2881.0,1.026,1.0,,,,,,,,331
EVT_778377,USER_0070,trade,2024-03-19 21:07:56,21,1,0,1,wash_trader,,,,,,,ETHUSD,1.79,31258.65,-85.99,3565.09,3570.0,1.081,1.0,,,,,,,,193
EVT_237485,USER_0092,session,2024-03-19 21:37:06,21,1,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,11.9,15.0,1.26,,407
EVT_110096,USER_0099,withdrawal,2024-03-19 21:49:33,21,1,0,0,none,,,,,,,,,,,,,,,816.61,bank,0.0,,,,,104
EVT_899440,USER_0212,login,2024-03-19 21:54:56,21,1,0,0,none,10.176.204.1,UK,android_app,1.0,1.0,0.0,,,,,,,,,,,,,,,,262
EVT_895871,USER_0506,login,2024-03-19 22:52:13,22,1,0,0,none,10.217.53.1,SG,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,153
EVT_461439,USER_0501,session,2024-03-19 22:58:53,22,1,0,0,none,,,safari_mac,,,,,,,,,,,,,,,44.7,27.0,0.6,,329
EVT_205792,USER_0269,trade,2024-03-19 23:08:49,23,1,0,0,none,,,,,,,GBPUSD,0.89,15436.49,61.47,1778.35,422.0,1.097,0.0,,,,,,,,80
EVT_612321,USER_0242,withdrawal,2024-03-19 23:10:38,23,1,0,0,none,,,,,,,,,,,,,,,1013.15,crypto,0.0,,,,,313
EVT_498776,USER_0593,withdrawal,2024-03-19 23:10:57,23,1,0,0,none,,,,,,,,,,,,,,,191.46,crypto,0.0,,,,,231
EVT_229446,USER_0421,login,2024-03-19 23:17:10,23,1,0,0,none,10.76.75.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,141
EVT_333902,USER_0005,session,2024-03-19 23:22:11,23,1,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,36.3,55.0,1.52,,197
EVT_503560,USER_0040,trade,2024-03-19 23:41:29,23,1,0,1,bot_trader,,,,,,,EURUSD,0.98,29358.52,-404.31,452.71,1556.0,1.128,1.0,,,,,,,,187
EVT_676282,USER_0385,login,2024-03-19 23:43:23,23,1,0,0,none,10.17.125.1,JP,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,257
EVT_416611,USER_0379,trade,2024-03-20 00:14:35,0,2,0,0,none,,,,,,,EURUSD,1.37,38296.99,318.53,2477.92,588.0,1.422,0.0,,,,,,,,264
EVT_866493,USER_0042,kyc_change,2024-03-20 00:43:39,0,2,0,1,deposit_withdrawal_cycler,,,,,,,,,,,,,,,,,,,,,address_update,138
EVT_275343,USER_0259,trade,2024-03-20 01:06:14,1,2,0,0,none,,,,,,,GBPUSD,0.02,25480.27,-122.97,3563.54,3378.0,0.86,0.0,,,,,,,,417
EVT_618532,USER_0151,deposit,2024-03-20 01:17:15,1,2,0,0,none,,,,,,,,,,,,,,,1717.93,crypto,0.0,,,,,116
EVT_963565,USER_0197,deposit,2024-03-20 01:29:18,1,2,0,0,none,,,,,,,,,,,,,,,3474.68,card,0.0,,,,,174
EVT_621785,USER_0405,withdrawal,2024-03-20 01:30:38,1,2,0,0,none,,,,,,,,,,,,,,,1676.38,crypto,0.0,,,,,436
EVT_266786,USER_0091,login,2024-03-20 01:36:21,1,2,0,0,none,10.67.147.1,CN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,199
EVT_472173,USER_0499,trade,2024-03-20 01:37:40,1,2,0,0,none,,,,,,,USDCHF,0.73,21781.92,-463.09,4200.0,318.0,0.763,0.0,,,,,,,,320
EVT_545982,USER_0552,trade,2024-03-20 01:39:07,1,2,0,0,none,,,,,,,USDJPY,1.66,21756.3,200.66,437.03,1341.0,0.729,0.0,,,,,,,,412
EVT_536999,USER_0548,session,2024-03-20 01:44:49,1,2,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,23.1,43.0,1.86,,226
EVT_682471,USER_0171,deposit,2024-03-20 01:54:08,1,2,0,0,none,,,,,,,,,,,,,,,1501.35,bank,0.0,,,,,141
EVT_117007,USER_0098,login,2024-03-20 01:54:33,1,2,0,0,none,10.22.162.1,FR,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,136
EVT_108613,USER_0495,withdrawal,2024-03-20 02:03:41,2,2,0,0,none,,,,,,,,,,,,,,,1365.92,crypto,0.0,,,,,368
EVT_938435,USER_0104,deposit,2024-03-20 02:06:55,2,2,0,0,none,,,,,,,,,,,,,,,159.47,crypto,0.0,,,,,237
EVT_705912,USER_0489,login,2024-03-20 02:16:17,2,2,0,0,none,10.91.165.1,FR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,222
EVT_534220,USER_0445,trade,2024-03-20 02:29:40,2,2,0,0,none,,,,,,,AUDUSD,0.7,26217.38,482.24,4160.34,2389.0,1.195,0.0,,,,,,,,238
EVT_429038,USER_0102,trade,2024-03-20 02:54:25,2,2,0,0,none,,,,,,,GBPUSD,0.03,16701.67,-139.68,254.68,2211.0,0.899,0.0,,,,,,,,275
EVT_606877,USER_0231,login,2024-03-20 02:55:43,2,2,0,0,none,10.152.115.1,AE,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,254
EVT_996190,USER_0007,trade,2024-03-20 03:18:39,3,2,0,1,consistent_winner,,,,,,,USDCHF,1.48,5057.45,254.71,4118.2,3327.0,0.806,0.0,,,,,,,,288
EVT_880465,USER_0431,trade,2024-03-20 03:44:54,3,2,0,0,none,,,,,,,ETHUSD,0.99,12100.72,87.73,3737.32,2787.0,0.747,1.0,,,,,,,,216
EVT_560669,USER_0365,login,2024-03-20 03:45:57,3,2,0,0,none,10.163.138.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,182
EVT_120668,USER_0482,trade,2024-03-20 03:57:06,3,2,0,0,none,,,,,,,GBPUSD,0.98,9960.28,-289.67,1571.32,3483.0,1.063,1.0,,,,,,,,82
EVT_931698,USER_0393,deposit,2024-03-20 04:07:49,4,2,0,0,none,,,,,,,,,,,,,,,1182.51,crypto,0.0,,,,,353
EVT_552942,USER_0056,withdrawal,2024-03-20 04:20:22,4,2,0,1,kyc_manipulator,,,,,,,,,,,,,,,58.14,crypto,0.0,,,,,358
EVT_588032,USER_0241,trade,2024-03-20 05:19:36,5,2,0,0,none,,,,,,,AUDUSD,0.26,12605.52,90.11,1419.65,3431.0,0.889,0.0,,,,,,,,400
EVT_729180,USER_0291,deposit,2024-03-20 05:24:14,5,2,0,0,none,,,,,,,,,,,,,,,1233.43,bank,0.0,,,,,412
EVT_860720,USER_0538,deposit,2024-03-20 05:26:08,5,2,0,0,none,,,,,,,,,,,,,,,1779.94,crypto,0.0,,,,,257
EVT_555790,USER_0528,deposit,2024-03-20 05:30:49,5,2,0,0,none,,,,,,,,,,,,,,,1031.14,card,0.0,,,,,341
EVT_884527,USER_0308,login,2024-03-20 05:34:05,5,2,0,0,none,10.169.220.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,358
EVT_994939,USER_0304,trade,2024-03-20 05:40:45,5,2,0,0,none,,,,,,,ETHUSD,1.2,11941.47,148.68,2717.04,982.0,0.766,0.0,,,,,,,,198
EVT_323198,USER_0120,trade,2024-03-20 05:41:06,5,2,0,0,none,,,,,,,BTCUSD,0.68,31982.3,302.15,3404.86,1102.0,1.131,0.0,,,,,,,,176
EVT_320729,USER_0146,session,2024-03-20 05:41:29,5,2,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,51.4,6.0,0.12,,364
EVT_105181,USER_0377,session,2024-03-20 05:45:42,5,2,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,26.5,48.0,1.81,,119
EVT_977885,USER_0148,kyc_change,2024-03-20 05:45:45,5,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,120
EVT_779656,USER_0223,deposit,2024-03-20 05:56:29,5,2,0,0,none,,,,,,,,,,,,,,,2257.3,bank,0.0,,,,,247
EVT_936879,USER_0005,login,2024-03-20 05:56:59,5,2,0,1,ip_hopper,10.148.40.1,SG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,197
EVT_384818,USER_0597,trade,2024-03-20 06:08:12,6,2,0,0,none,,,,,,,XAUUSD,0.59,2308.13,-386.02,3899.93,3353.0,0.992,0.0,,,,,,,,338
EVT_209291,USER_0115,trade,2024-03-20 06:17:04,6,2,0,0,none,,,,,,,GBPUSD,0.7,27802.2,469.28,3085.88,2631.0,1.156,0.0,,,,,,,,301
EVT_853979,USER_0243,login,2024-03-20 06:24:43,6,2,0,0,none,10.98.89.1,BR,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,288
EVT_501409,USER_0352,kyc_change,2024-03-20 06:57:34,6,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,261
EVT_704559,USER_0507,deposit,2024-03-20 07:18:12,7,2,0,0,none,,,,,,,,,,,,,,,2710.42,crypto,0.0,,,,,415
EVT_805065,USER_0344,withdrawal,2024-03-20 07:23:52,7,2,0,0,none,,,,,,,,,,,,,,,110.62,crypto,0.0,,,,,404
EVT_346158,USER_0436,trade,2024-03-20 07:31:48,7,2,0,0,none,,,,,,,USDCHF,0.78,24226.88,-159.57,1358.93,1568.0,1.231,1.0,,,,,,,,226
EVT_426049,USER_0594,session,2024-03-20 07:48:44,7,2,0,0,none,,,ios_app,,,,,,,,,,,,,,,12.4,36.0,2.9,,166
EVT_319007,USER_0063,withdrawal,2024-03-20 07:50:30,7,2,0,1,deposit_withdrawal_cycler,,,,,,,,,,,,,,,1077.68,bank,0.0,,,,,367
EVT_631148,USER_0162,trade,2024-03-20 07:54:51,7,2,0,0,none,,,,,,,ETHUSD,0.39,34198.77,334.79,1181.45,227.0,1.192,0.0,,,,,,,,312
EVT_669520,USER_0397,trade,2024-03-20 07:59:48,7,2,0,0,none,,,,,,,USDJPY,0.99,1524.31,-159.56,2983.37,1344.0,0.999,0.0,,,,,,,,159
EVT_309809,USER_0099,session,2024-03-20 08:16:10,8,2,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,40.8,38.0,0.93,,104
EVT_426444,USER_0306,deposit,2024-03-20 08:19:48,8,2,0,0,none,,,,,,,,,,,,,,,649.57,card,0.0,,,,,137
EVT_854840,USER_0146,kyc_change,2024-03-20 08:20:32,8,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,364
EVT_827706,USER_0261,trade,2024-03-20 08:26:36,8,2,0,0,none,,,,,,,GBPUSD,1.18,35962.17,0.18,1456.67,1467.0,1.235,0.0,,,,,,,,220
EVT_258408,USER_0185,trade,2024-03-20 08:29:37,8,2,0,0,none,,,,,,,ETHUSD,1.8,4735.72,-158.33,668.84,3286.0,1.207,0.0,,,,,,,,366
EVT_932625,USER_0245,trade,2024-03-20 09:06:44,9,2,0,0,none,,,,,,,USDJPY,1.81,13939.35,-21.63,3747.4,2252.0,0.981,0.0,,,,,,,,190
EVT_563849,USER_0484,login,2024-03-20 09:22:40,9,2,0,0,none,10.63.230.1,CN,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,238
EVT_573210,USER_0441,trade,2024-03-20 09:30:32,9,2,0,0,none,,,,,,,USDJPY,0.2,967.38,-76.3,1110.39,3163.0,0.616,0.0,,,,,,,,247
EVT_969741,USER_0338,withdrawal,2024-03-20 09:32:20,9,2,0,0,none,,,,,,,,,,,,,,,616.04,crypto,0.0,,,,,83
EVT_849053,USER_0397,withdrawal,2024-03-20 09:37:27,9,2,0,0,none,,,,,,,,,,,,,,,826.24,crypto,0.0,,,,,159
EVT_799574,USER_0164,trade,2024-03-20 10:08:59,10,2,0,0,none,,,,,,,AUDUSD,1.26,12559.81,-39.2,4217.15,3192.0,0.954,1.0,,,,,,,,189
EVT_748009,USER_0021,deposit,2024-03-20 10:52:10,10,2,0,1,bot_trader,,,,,,,,,,,,,,,2851.28,crypto,0.0,,,,,161
EVT_888037,USER_0274,login,2024-03-20 10:57:31,10,2,0,0,none,10.213.151.1,UK,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,223
EVT_542185,USER_0146,deposit,2024-03-20 11:03:53,11,2,0,0,none,,,,,,,,,,,,,,,731.41,card,0.0,,,,,365
EVT_120397,USER_0426,deposit,2024-03-20 11:10:53,11,2,0,0,none,,,,,,,,,,,,,,,2838.5,crypto,0.0,,,,,362
EVT_272841,USER_0410,session,2024-03-20 11:14:37,11,2,0,0,none,,,android_app,,,,,,,,,,,,,,,15.4,47.0,3.05,,410
EVT_354555,USER_0227,login,2024-03-20 11:15:29,11,2,0,0,none,10.16.56.1,SG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,385
EVT_611333,USER_0479,trade,2024-03-20 11:16:11,11,2,0,0,none,,,,,,,ETHUSD,1.1,6849.39,306.9,4197.83,822.0,1.176,0.0,,,,,,,,303
EVT_160205,USER_0428,deposit,2024-03-20 11:18:01,11,2,0,0,none,,,,,,,,,,,,,,,1465.36,crypto,0.0,,,,,369
EVT_671102,USER_0079,session,2024-03-20 11:20:37,11,2,0,1,dormant_withdrawer,,,ios_app,,,,,,,,,,,,,,,21.4,13.0,0.61,,223
EVT_345511,USER_0027,login,2024-03-20 11:20:40,11,2,0,1,device_switcher,172.16.2.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,287
EVT_225243,USER_0290,login,2024-03-20 11:21:25,11,2,0,0,none,10.139.230.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,372
EVT_954279,USER_0193,withdrawal,2024-03-20 11:22:46,11,2,0,0,none,,,,,,,,,,,,,,,247.22,bank,0.0,,,,,418
EVT_579235,USER_0374,login,2024-03-20 11:29:54,11,2,0,0,none,10.201.167.1,NG,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,365
EVT_730232,USER_0400,trade,2024-03-20 11:42:39,11,2,0,0,none,,,,,,,XAUUSD,1.79,19787.27,-213.63,1109.53,1533.0,0.92,0.0,,,,,,,,224
EVT_855458,USER_0387,deposit,2024-03-20 11:47:30,11,2,0,0,none,,,,,,,,,,,,,,,1083.5,bank,0.0,,,,,90
EVT_127711,USER_0535,login,2024-03-20 11:55:26,11,2,0,0,none,10.58.246.1,JP,ios_app,1.0,1.0,0.0,,,,,,,,,,,,,,,,381
EVT_843127,USER_0098,login,2024-03-20 12:04:01,12,2,0,0,none,10.22.162.1,FR,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,136
EVT_345670,USER_0566,withdrawal,2024-03-20 12:24:24,12,2,0,0,none,,,,,,,,,,,,,,,539.31,bank,0.0,,,,,206
EVT_833287,USER_0514,session,2024-03-20 12:31:42,12,2,0,0,none,,,android_app,,,,,,,,,,,,,,,40.7,17.0,0.42,,92
EVT_393873,USER_0010,trade,2024-03-20 12:41:53,12,2,0,1,dormant_withdrawer,,,,,,,USDJPY,0.8,17039.05,16.84,4692.74,1080.0,0.909,0.0,,,,,,,,200
EVT_559543,USER_0336,login,2024-03-20 12:43:59,12,2,0,0,none,10.32.203.1,SG,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,340
EVT_120164,USER_0151,trade,2024-03-20 12:51:32,12,2,0,0,none,,,,,,,XAUUSD,1.23,16966.82,-72.04,3654.95,98.0,1.017,0.0,,,,,,,,116
EVT_288230,USER_0218,login,2024-03-20 12:59:50,12,2,0,0,none,10.187.206.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,226
EVT_283002,USER_0549,login,2024-03-20 13:03:35,13,2,0,0,none,10.247.129.1,AE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,390
EVT_479198,USER_0215,trade,2024-03-20 13:27:18,13,2,0,0,none,,,,,,,GBPUSD,0.05,5607.99,306.48,641.84,3027.0,1.09,0.0,,,,,,,,291
EVT_451401,USER_0123,login,2024-03-20 13:29:55,13,2,0,0,none,10.46.108.1,JP,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,139
EVT_425833,USER_0188,login,2024-03-20 13:47:18,13,2,0,0,none,10.188.223.1,RU,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,251
EVT_605414,USER_0159,kyc_change,2024-03-20 13:48:55,13,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,191
EVT_827671,USER_0213,deposit,2024-03-20 13:49:49,13,2,0,0,none,,,,,,,,,,,,,,,2305.66,crypto,0.0,,,,,331
EVT_395497,USER_0591,trade,2024-03-20 13:52:49,13,2,0,0,none,,,,,,,EURUSD,0.87,21012.38,114.55,3690.53,502.0,1.086,0.0,,,,,,,,241
EVT_683139,USER_0086,withdrawal,2024-03-20 14:24:39,14,2,0,1,kyc_manipulator,,,,,,,,,,,,,,,194.16,bank,0.0,,,,,217
EVT_993177,USER_0566,kyc_change,2024-03-20 14:31:00,14,2,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,206
EVT_795844,USER_0247,trade,2024-03-20 14:36:54,14,2,0,0,none,,,,,,,GBPUSD,1.26,9038.21,-44.41,1357.35,2794.0,0.626,0.0,,,,,,,,392
EVT_846171,USER_0553,deposit,2024-03-20 14:49:34,14,2,0,0,none,,,,,,,,,,,,,,,2469.93,card,0.0,,,,,422
EVT_901795,USER_0265,session,2024-03-20 15:02:32,15,2,0,0,none,,,android_app,,,,,,,,,,,,,,,50.5,20.0,0.4,,89
EVT_312150,USER_0144,kyc_change,2024-03-20 15:11:34,15,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,151
EVT_303266,USER_0353,login,2024-03-20 15:22:27,15,2,0,0,none,10.8.34.1,IN,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,86
EVT_271856,USER_0467,trade,2024-03-20 16:24:09,16,2,0,0,none,,,,,,,AUDUSD,0.5,6499.55,-325.95,4138.06,78.0,1.087,0.0,,,,,,,,289
EVT_849453,USER_0167,session,2024-03-20 16:28:57,16,2,0,0,none,,,safari_mac,,,,,,,,,,,,,,,57.1,30.0,0.53,,384
EVT_213322,USER_0166,deposit,2024-03-20 16:34:53,16,2,0,0,none,,,,,,,,,,,,,,,133.63,bank,0.0,,,,,324
EVT_309305,USER_0054,trade,2024-03-20 16:38:19,16,2,0,1,device_switcher,,,,,,,USDJPY,1.43,9918.93,255.69,1533.8,1201.0,1.299,1.0,,,,,,,,419
EVT_408308,USER_0217,withdrawal,2024-03-20 16:40:10,16,2,0,0,none,,,,,,,,,,,,,,,1171.09,crypto,0.0,,,,,392
EVT_688034,USER_0215,login,2024-03-20 16:41:43,16,2,0,0,none,10.239.255.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,291
EVT_832641,USER_0280,session,2024-03-20 16:56:34,16,2,0,0,none,,,ios_app,,,,,,,,,,,,,,,22.0,42.0,1.91,,88
EVT_683663,USER_0260,login,2024-03-20 17:22:26,17,2,0,0,none,10.17.228.1,BR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,288
EVT_412046,USER_0205,session,2024-03-20 17:22:44,17,2,0,0,none,,,android_app,,,,,,,,,,,,,,,17.4,77.0,4.43,,97
EVT_357834,USER_0074,session,2024-03-20 17:25:36,17,2,0,1,bot_trader,,,firefox_linux,,,,,,,,,,,,,,,53.9,47.0,0.87,,329
EVT_695018,USER_0597,trade,2024-03-20 17:26:14,17,2,0,0,none,,,,,,,BTCUSD,0.68,2172.89,217.96,3549.29,1803.0,0.934,0.0,,,,,,,,339
EVT_750210,USER_0554,trade,2024-03-20 17:29:00,17,2,0,0,none,,,,,,,GBPUSD,1.71,17582.65,46.19,3046.7,3461.0,0.83,0.0,,,,,,,,140
EVT_153035,USER_0503,trade,2024-03-20 17:40:12,17,2,0,0,none,,,,,,,ETHUSD,1.73,15534.09,346.35,820.64,2769.0,0.737,0.0,,,,,,,,163
EVT_916833,USER_0286,login,2024-03-20 18:02:02,18,2,0,0,none,10.143.16.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,216
EVT_391675,USER_0502,session,2024-03-20 18:02:16,18,2,0,0,none,,,android_app,,,,,,,,,,,,,,,46.8,5.0,0.11,,206
EVT_146981,USER_0502,deposit,2024-03-20 18:16:49,18,2,0,0,none,,,,,,,,,,,,,,,1987.84,card,0.0,,,,,206
EVT_331765,USER_0168,trade,2024-03-20 18:19:02,18,2,0,0,none,,,,,,,USDCHF,1.94,25394.94,-215.65,4859.76,866.0,0.984,0.0,,,,,,,,104
EVT_510518,USER_0546,login,2024-03-20 18:31:31,18,2,0,0,none,10.60.3.1,RU,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,403
EVT_399230,USER_0152,trade,2024-03-20 19:13:06,19,2,0,0,none,,,,,,,XAUUSD,0.71,17484.25,23.25,1533.6,2498.0,0.793,0.0,,,,,,,,155
EVT_357755,USER_0145,withdrawal,2024-03-20 19:16:26,19,2,0,0,none,,,,,,,,,,,,,,,70.68,crypto,0.0,,,,,185
EVT_307536,USER_0438,deposit,2024-03-20 19:19:28,19,2,0,0,none,,,,,,,,,,,,,,,2396.73,card,0.0,,,,,243
